trials,multiplications,threads,time
121,1955,1,474355719
1807,226,2,413854345
1967,28,4,39850934
1472,1224,1,3528205292
1038,452,2,468280181
65,1455,2,96483403
241,855,8,91958209
306,53,1,36371769
1607,776,8,485062168
574,59,4,22103952
1744,1141,8,766366030
1673,551,8,358926518
1867,711,1,2588855435
1228,323,8,164774544
1237,1960,2,2403511414
139,1329,2,190060734
1726,763,2,1401805451
681,584,8,173821083
962,704,2,722496812
1810,817,8,695104207
1132,1243,1,2808460814
224,386,1,174212737
906,1237,1,2248213046
1598,1373,1,4422090733
183,1125,4,108902970
160,568,4,50533138
1636,1271,1,4152947530
576,1145,2,661837523
666,1678,8,453064378
1166,334,1,796167366
284,1119,2,334134193
613,1446,4,480586766
240,1219,4,156625835
1689,887,2,1555110307
1337,1611,8,889991229
1042,97,1,217892010
1905,227,4,238340151
1051,125,2,144408446
156,1667,2,288874871
107,47,8,6399504
402,1625,2,668792967
1294,1600,1,4124964861
1640,1779,2,2960956353
1390,311,1,878053153
573,406,4,124677067
76,528,2,45031836
1576,1814,1,5715971926
519,1716,2,903295051
1605,147,8,120066163
819,1755,1,2913842098
1418,28,4,24360607
1656,501,2,858251583
580,918,2,543665747
1657,1935,1,6385004533
1177,1678,4,1028342552
1308,74,1,198378429
492,814,2,412893646
171,1320,4,123698294
900,80,4,41048897
1797,1631,4,1553043787
1916,845,1,3305010252
479,1864,8,362226648
1197,859,1,2060635642
439,1263,2,562271057
564,933,4,328673227
495,33,1,35955760
1071,843,8,368229999
476,732,1,699436781
1187,982,4,620308477
1960,646,8,540023878
596,1931,1,2287997455
181,1212,4,125855665
803,415,2,345011341
1418,176,1,502167328
437,451,2,205800577
1021,1196,4,647312063
246,148,8,22606603
534,82,4,44560403
54,188,1,23775081
1317,1343,4,915653423
403,726,8,132028755
1251,469,4,307291738
1287,1716,4,1170214810
1172,1350,4,859951216
749,891,4,361805910
1780,702,8,589120314
1057,1382,2,1497107762
1678,476,8,376491560
276,139,2,43047971
510,562,4,158314526
172,1933,8,163534311
1713,1893,2,3448705192
1674,921,1,3098387073
1882,1869,4,1959989304
2,1243,8,4822871
490,737,1,747487309
676,953,1,1321844167
112,1215,2,146380288
848,1000,8,370446570
1714,1259,2,2193163150
205,1248,1,524366518
405,1449,4,310750766
1891,37,8,38285423
1267,865,8,447115779
1859,475,8,369160662
99,602,2,66443711
144,307,2,48554994
1992,1488,4,1558620710
280,744,1,419456014
798,957,8,344962039
1446,621,2,945560807
1595,866,8,569075228
793,561,1,930548756
920,1389,2,1315278121
543,1068,4,302874657
1386,1198,4,883515142
1348,1921,2,2661899687
1600,796,4,696022106
111,1611,2,184478731
1438,1908,2,2855496972
384,729,1,558959265
38,66,4,5711465
574,711,8,183613831
73,476,4,21282783
999,1269,2,1270001027
1388,205,4,158845059
1669,1890,8,1252746516
1900,1604,4,1634715053
1209,831,8,496261458
1,1004,4,2681190
713,330,1,479704184
2000,1383,2,2923871679
737,524,4,210362891
1731,1381,1,4820130924
446,1500,2,711575982
1328,62,4,49902346
1263,118,4,83685678
1692,1539,2,2710614248
136,292,2,43440145
615,1089,4,356890836
634,1104,8,301757565
1188,1671,8,893341362
607,671,1,824905200
300,1001,8,152335441
1442,619,4,494541067
428,1764,2,777286991
724,1312,2,973498994
847,103,8,48078841
579,1160,1,1350854191
1656,1753,4,1547929680
153,619,2,100230359
428,526,1,464458164
452,1181,1,1137966051
1003,558,4,535650026
1130,817,8,420427714
182,1174,1,440415242
1765,1647,2,3080347944
426,379,8,84615209
87,1771,2,157232230
984,380,1,770765810
1803,554,2,1041317289
1700,676,2,1198206777
11,914,2,13928782
1500,111,8,87323721
455,590,2,280111441
738,1554,4,611546048
1829,873,4,844157191
933,1245,1,2313538182
153,398,2,63205838
1335,1744,2,2414537271
712,1438,2,1041358266
1232,456,1,1112685131
1066,1585,2,1713242942
26,86,8,5803247
376,1515,2,595343899
269,365,8,52561245
811,1414,8,468365972
1921,344,8,268378099
334,1399,1,940542800
776,661,1,1074121387
1083,371,8,203139985
1270,383,2,512232626
409,686,2,290231992
1650,1442,4,1275627974
1994,173,1,704551087
284,1032,4,158503160
1189,1895,8,898410555
227,750,2,174581508
1614,671,2,1141805040
672,1341,4,485533951
1939,1627,4,1659913889
1909,104,8,103777211
218,1811,1,792680036
1855,28,2,59343596
133,57,1,17644471
905,664,1,1224409654
1748,714,4,661661614
1778,1563,1,5643525465
1993,1486,4,1544762860
1282,947,1,2472117143
1344,1134,8,675637856
1411,1170,4,904404849
456,1062,2,499784386
801,882,1,1434752227
535,787,1,879514069
790,230,2,194388778
1071,612,1,1314464879
316,450,1,300466096
753,392,1,592266065
865,1144,4,523170287
1727,1693,8,1187270127
345,1974,1,1447161945
173,1101,4,155322313
1209,643,1,1612922785
480,194,1,190582871
152,1136,4,99259371
1512,886,8,569079235
398,313,8,64921821
1743,218,4,207039738
1704,502,8,400593193
192,809,2,169042546
169,1497,8,125174298
1510,597,4,475099962
1901,126,2,248495107
1109,1682,4,1016640489
512,282,8,75192353
1736,1695,1,5941187420
200,933,2,195139844
1367,896,8,612233225
1343,268,4,203751260
1438,869,1,2558470618
161,1489,8,114649049
1234,1973,4,1307037310
1219,403,1,1009769532
713,258,4,104056675
947,96,8,48927741
772,1034,2,832566256
932,719,2,709638223
357,1166,1,832895653
1736,73,4,75082208
485,1472,2,720916142
859,507,4,234786776
1282,1521,2,2051242843
1290,424,8,256919321
69,209,1,32965581
1902,1025,4,1021819718
1942,1588,4,1623622010
130,1175,4,81222906
1451,381,2,580157951
56,191,4,9334229
1575,1073,8,778794113
1539,1510,1,4654420078
327,1980,4,362431902
1487,1627,8,975005154
342,1433,1,988867983
586,143,4,59190920
769,1275,2,1071234682
857,460,2,422470259
1114,1154,8,539775902
1711,138,4,141396817
1478,590,2,887299017
797,564,2,471180964
1803,1215,1,4416334744
395,1764,2,736061133
187,701,1,271027270
1346,337,4,254682964
80,584,1,98335001
265,662,2,186093414
75,392,8,19166221
1753,266,4,249755507
1952,634,4,650230057
1832,1947,8,1476740613
1432,1787,4,1384085860
1346,169,8,103608505
334,1283,8,188176926
286,1426,4,225288220
1767,414,4,419627496
1860,390,8,352760612
1705,1763,2,3126163718
1540,1607,4,1371899039
774,893,8,293437806
1297,761,8,423227157
1436,34,2,57455459
325,710,2,246242107
1242,1615,2,2115608513
1513,1354,2,2134526859
411,338,1,285555545
851,1584,4,710960219
544,1222,8,293996361
476,76,8,22900102
255,1913,4,253600658
629,453,8,145350631
1565,1495,1,4677349053
1641,1628,2,2727577373
678,231,4,88115023
1629,1022,1,3397122589
1089,1552,1,3418151468
1380,1881,8,1058998809
283,142,4,25154503
1204,613,2,758813789
1474,317,1,974245652
1632,1818,2,2976733497
1852,1446,1,5428518087
1198,334,1,808686830
1653,1153,2,1972353046
1586,1706,2,2858385963
40,148,8,6933273
1570,1724,4,1420233680
106,1409,2,156525827
1229,1518,4,966782586
322,1996,1,1353353922
1775,1082,8,872102300
440,704,2,314063960
1652,141,1,470398809
1174,1330,1,3149094697
1788,10,1,43651521
29,1588,8,23736519
1045,672,1,1398747374
572,1953,4,592021877
393,932,1,731956947
1548,1552,4,1254608453
820,1665,2,1395281043
671,1921,1,2622047840
69,872,2,66813513
1767,1848,1,6562580057
817,651,8,226888977
10,1585,1,35055454
1352,1062,1,2868842413
154,833,2,131630699
119,740,4,55434545
1070,413,8,195668935
1727,474,2,864891327
748,1648,4,670810896
1482,1359,8,915966199
108,1480,1,320920920
327,1312,8,213545741
558,1991,2,1137416852
568,910,4,288236766
1590,591,4,508503032
12,1632,8,11858747
1129,1245,2,1484108820
909,981,4,483078172
1186,257,1,641655801
981,731,4,395446494
753,114,8,48495070
1388,1000,8,590552626
489,1698,1,1673309865
15,503,1,21291009
166,168,1,58524682
65,632,8,23752188
136,1724,4,129703180
1332,1847,2,2501128119
1106,1295,4,767637862
870,223,8,100214349
509,875,2,471897325
776,1904,1,3058861809
77,1248,1,198471714
1467,1796,1,5334836110
200,1248,2,258570204
1275,1064,8,569955055
395,1388,8,243164254
264,226,4,49287345
1291,1922,4,1320091795
988,1556,4,812344018
1250,1607,1,4038732124
1280,1396,2,1809132723
1913,580,2,1166416747
1037,923,4,504506077
1562,527,4,436562207
1041,788,4,456935617
289,916,8,135124421
154,1977,4,168379594
1260,1589,1,4036657919
1509,396,2,620462655
1711,120,1,414054920
774,1405,2,1147966718
540,252,4,74637364
168,474,1,159613008
1021,1911,8,779797512
1797,1411,8,1019196947
612,335,2,217846945
1676,30,2,55297980
640,1660,2,1090684383
805,776,4,342461726
1503,1036,8,631047446
805,382,1,631700188
552,1151,1,1294200703
199,1849,8,180082499
656,51,4,22138987
800,1911,8,632651499
1872,812,1,3119865033
253,318,1,166322622
324,190,8,33665371
922,407,8,159913501
1871,406,8,380347250
1596,1862,2,3094920842
188,760,8,73026999
300,989,8,148480221
236,1401,8,160256132
1169,1481,2,1804781275
31,1576,4,27053900
73,1013,4,69437467
143,1686,4,134461069
815,765,2,661708592
760,1379,4,565364910
1493,162,1,488431757
59,1972,1,236068466
1205,1283,4,830635050
1752,1804,8,1396060472
1027,1587,1,3276458847
1984,503,8,428207272
1732,1088,4,1001450836
1378,1600,2,2324101173
228,532,1,243472090
986,1171,2,1193530530
375,1827,2,705879475
488,328,1,331663276
339,6,4,5374114
1879,1566,8,1340561366
542,1479,8,371372955
609,1188,4,396274936
1325,331,1,877005461
1919,1833,8,1431397875
190,1426,4,166569414
694,1940,8,544416193
1462,1941,8,1175670916
1162,1209,1,2840500270
1376,882,2,1287884014
1944,1232,8,968170345
992,1860,8,783129681
532,1207,1,1308874230
245,121,2,35734937
1829,1685,2,3175765200
60,535,4,21954100
1997,766,8,697995050
1504,324,1,979245464
524,1637,4,459517684
1764,723,4,675487363
161,468,8,42153706
1741,305,1,1072113206
1615,936,2,1555662340
333,308,4,61556489
360,1025,2,376756687
1979,1555,2,3159775178
760,1198,2,965696363
500,1184,4,343071058
1151,1880,4,1130767461
1521,636,4,522558311
317,64,2,26253952
1540,1499,2,2392028211
791,253,2,214719449
683,692,8,211352164
1518,1520,4,1218972843
772,1240,2,983582335
1246,1477,8,749606907
1522,232,8,158795327
1922,267,1,1061896285
757,1963,2,1507258309
1774,1169,8,910202786
1310,857,1,2273531898
1706,1519,1,5333864320
986,667,2,690946442
329,1877,1,1272721932
253,829,1,422399116
532,120,1,132320150
135,205,8,19541533
677,1008,8,291501559
623,1607,2,1057874654
1909,737,4,755087059
673,324,2,235278587
490,545,1,538392142
61,36,8,5257235
1505,1451,2,2221588519
1622,684,4,583240704
99,1017,2,104382865
1394,303,1,847915458
1278,152,8,100965155
1664,1912,4,1705270363
984,465,4,246538984
1994,491,1,1987585000
1923,1072,4,1102109637
1392,775,2,1119988707
255,1060,1,540073630
1364,1576,2,2261973834
867,1006,8,393789091
684,805,2,582471874
1362,248,8,172659879
819,123,8,54252312
157,1280,4,111580364
1780,338,8,267517457
50,501,1,59686217
130,571,8,40400222
620,131,2,85752718
1352,1604,8,1051067446
1034,129,4,84561618
905,714,1,1334386784
1274,159,1,425695940
728,1435,1,2213103811
761,1370,4,581193000
120,81,1,22905773
668,1255,8,407911797
1897,1604,2,3189200969
1264,290,8,169391399
1589,1081,4,984009055
1099,1177,8,616041967
620,1005,2,713427679
343,440,4,86096051
564,695,4,228510775
649,1368,8,378286732
807,156,8,69087882
1659,206,4,191111281
1436,1665,2,2499226868
1707,396,1,1370259479
1007,505,8,220642811
1137,1965,2,2304734206
1828,904,8,762574160
1604,667,1,2130829065
1582,1867,4,1563663904
489,1727,2,878805433
1848,1350,4,1368074588
1577,1648,2,2682069887
1350,1141,4,816862139
1436,307,1,890704585
701,890,1,1248680302
278,633,8,90637155
330,250,8,44640933
1272,672,4,442882222
1856,1983,1,7357906088
1475,264,8,186946923
535,1415,2,764777736
122,30,4,5516229
1550,237,2,376028413
1111,423,1,970244048
501,1377,8,289414532
124,318,4,24807584
864,542,4,248084608
1660,154,8,130283366
1152,703,2,838665066
649,660,1,855811044
321,675,2,226338857
217,292,1,130599738
501,740,2,375779687
3,1991,1,15002073
1954,336,4,353171882
1538,780,8,541079003
1045,338,2,360542053
102,1246,4,71683113
1026,726,1,1524970017
1907,1664,8,1330804296
801,644,4,297695999
665,669,1,898055129
292,1951,8,276686267
639,1190,2,804693522
1620,1078,2,1794859455
56,362,4,15271187
610,410,4,140834474
1216,1441,8,769872947
963,1841,2,1862386556
236,1041,1,493928760
675,760,2,539361928
1289,1857,4,1267824752
1889,1182,4,1189846251
859,462,8,178182461
27,1217,2,40054375
1581,1216,2,1956632388
1410,732,1,2078929329
1848,662,1,2514100291
495,1715,4,441516635
256,614,4,84328352
1951,973,8,736569254
1994,1582,4,1585051824
596,1134,4,342463791
1011,550,8,222231656
1710,1709,4,1498162808
601,785,8,198396814
317,1193,2,379655545
244,982,2,242271001
61,888,8,30542814
1694,786,1,2613459358
921,1157,4,552290698
1076,1582,4,878045889
1103,394,4,221943637
1334,1923,8,972614417
1389,611,8,333026258
1891,330,8,253250200
313,1571,1,962811961
168,1005,4,89615131
575,1705,2,964027928
589,1029,2,595667083
1886,309,8,231960404
1014,1748,4,891112067
1642,1062,2,1704236947
266,1330,8,149709874
81,1269,1,202860943
581,565,8,139539308
1771,456,2,803195868
200,944,8,87226689
642,1302,8,326200696
772,465,1,711565332
1092,1332,4,743284348
1520,1218,8,715051280
1301,1222,4,803571240
784,1424,8,434310501
1668,680,4,618599867
724,634,2,453201375
191,154,1,59597170
1172,319,4,192698142
631,75,4,28349977
1481,775,8,453471862
1240,1894,1,4574043065
1713,1007,2,1732129218
345,1446,2,495081128
1674,634,4,537403921
1594,1391,2,2188898074
917,707,4,325916044
148,122,8,14191315
1509,166,8,108051645
525,450,1,467297932
942,1423,1,2625529630
1069,388,2,414188150
1622,1452,2,2314793704
240,1036,4,130263138
1527,1849,4,1405008339
1875,1617,8,1156093726
1813,225,4,208311470
1520,222,8,154405506
140,520,4,40156186
1655,1542,4,1283625069
1502,1269,2,1897774402
3,339,8,4550892
1692,617,4,531288329
1866,1929,8,1366653465
1305,935,8,483978078
180,1583,2,289675550
669,414,4,143911856
1589,253,8,173167560
1025,569,8,232546462
1231,1549,4,972017159
166,1990,8,135092131
211,791,8,76729873
376,897,8,149341634
1880,1972,1,7272332765
755,818,8,247886046
132,1949,2,258130510
1545,1110,1,3395646685
1796,1339,1,4689668684
119,373,1,90872366
1508,1947,8,1113888343
1482,125,8,83341013
1336,633,1,1668690644
1878,165,4,176003892
670,1651,2,1086372879
361,1049,4,194532517
1797,789,4,715789532
1513,1743,2,2599539632
85,373,2,36184428
240,1517,4,186369992
1706,1784,1,5953324228
965,879,8,329931763
30,388,8,8458629
1026,1481,2,1507360982
1588,88,8,67602211
1835,1903,8,1323695103
376,467,8,84328271
1101,753,4,421299997
1717,316,4,287802713
878,132,2,119920881
984,711,1,1390811494
81,1038,8,50668260
205,714,8,68693795
1524,1006,8,587047442
1709,382,8,259891117
825,1347,4,558611524
1683,86,4,76553252
846,1521,2,1278267045
388,126,2,53522275
1909,1451,1,5417753991
46,245,1,26882921
928,1003,8,364629618
830,1092,2,894003031
1978,352,4,360308296
1974,1920,8,1436296779
977,763,2,729815507
276,1753,1,954175899
1244,946,8,458285737
670,1714,4,575646122
407,1896,1,1509762650
1948,993,4,972482651
277,1776,2,484158716
970,591,8,232473014
13,822,8,8848269
873,1993,2,1708334391
1785,1949,8,1322238125
1212,857,2,1034897787
1715,31,2,58464690
727,457,1,653405283
1742,1009,1,3435291253
557,183,2,105705472
230,423,2,102150224
1066,1153,8,475311137
1886,1651,1,6095786479
238,1587,4,191499318
1260,502,2,630283685
1230,1845,1,4446636737
837,357,2,298167402
44,804,8,21793670
1326,168,4,114767040
1439,324,1,919621073
810,813,2,647755473
1986,799,1,3097412679
1368,18,2,29383573
202,1775,1,704792640
1449,1497,4,1105929520
1072,1166,1,2440559319
1746,1262,4,1088786969
247,576,2,143036207
1385,1162,8,619600932
1999,195,1,763890896
1362,236,8,142843686
1769,1787,4,1596115201
1799,830,1,2928027061
1423,1741,1,4855216134
541,1153,1,1219076527
1510,963,2,1427515725
1592,740,4,610751320
1089,1512,2,1639881176
291,10,4,5837611
86,714,8,33948832
952,375,2,366002609
1365,1595,8,826126396
733,1184,1,1692636615
1982,1199,4,1176504117
1686,1952,2,3208177214
1789,791,8,544472638
1482,1020,1,2963647573
1624,1879,1,5939209416
230,719,2,167371666
586,651,4,193802421
1928,154,4,154649443
642,101,4,38528799
122,979,2,120735817
1949,51,4,55089299
927,1810,4,836422557
1362,1129,2,1601333693
1001,514,4,265705966
166,396,8,36676109
804,213,1,335966705
1857,816,1,2951542776
723,1050,1,1480339332
1122,32,2,41317630
1945,1133,1,4305711614
440,1507,2,657322939
1055,1402,2,1449780517
231,618,4,84307342
1738,103,2,179052630
519,1460,2,759822427
1573,397,8,249231446
1296,381,4,248565508
1450,14,1,43234911
859,1253,4,541564822
1368,1036,2,1403004827
1699,995,1,3281397405
1435,1458,2,2067932676
28,1371,1,79968678
1979,1851,4,1838531394
250,1921,2,477979264
1518,1454,8,844442515
405,795,8,134199449
190,1109,1,412875372
1885,43,2,86417113
1595,766,1,2383225938
502,713,2,364887380
247,348,4,47804869
1930,134,8,111490775
1775,1844,4,1622941065
1899,302,8,228250066
612,622,8,160142129
1539,1870,2,2897445354
749,447,4,181323903
937,776,8,287531125
379,211,2,86526878
1843,283,1,1022390126
469,1562,4,376434313
1552,381,1,1158740032
18,1492,1,55022764
190,1602,4,153897596
1739,861,4,750657425
934,1456,1,2641103113
1990,210,4,222012506
1574,1902,2,2959202190
231,1181,4,139904897
943,164,8,70896842
11,12,4,3047486
1383,338,2,461844676
229,1854,1,834775344
1867,878,1,3206116726
624,989,2,613687295
365,1942,2,698250617
772,357,8,121799986
1183,1025,8,466825522
563,826,8,188144944
1774,1289,4,1132552129
379,116,1,91060908
109,1062,8,59772322
914,1239,2,1126974846
287,46,4,12626933
338,1797,2,594414367
1290,797,8,410163024
549,235,4,69267831
405,1733,1,1375809047
1832,453,1,1618505778
418,1686,8,280931092
759,295,1,442118229
779,640,8,201831662
1384,370,8,211104705
1671,1173,1,3798056830
1360,1650,8,852638632
1796,706,2,1243898982
781,1976,2,1516864809
1391,678,4,475976557
567,1484,2,828782393
904,1174,8,412037544
1649,302,4,252672709
723,1399,4,565118552
827,1833,8,583738056
70,1102,1,157542151
1905,1600,1,5987893723
1605,1593,8,1040542464
1134,865,1,2001714090
1384,1411,1,3902153918
1083,1113,1,2394709178
1219,836,2,1006903457
371,860,1,625372846
1497,1495,8,870892121
142,144,8,15270384
228,942,8,95418658
984,1975,1,3849029024
197,509,2,104077611
1645,1615,8,1011144298
1482,1039,2,1675754874
1253,1140,2,1626001342
1916,889,8,799010204
1906,697,2,1350619221
131,336,4,28947523
510,715,1,754322469
353,1150,2,409842183
1897,117,8,99382420
1046,658,1,1418122097
1459,120,1,357362037
1521,346,4,285539561
667,598,1,799006417
948,973,1,1896132863
364,938,4,179363571
1330,559,2,738967858
898,930,4,439694811
1753,425,8,307165075
157,757,2,125781180
1969,11,4,15687214
1689,1984,2,3317221114
943,371,4,180859312
550,633,8,143428524
184,1760,8,140723148
95,1754,1,329262201
917,227,8,92032647
1325,1854,4,1247097721
452,513,8,100244514
959,232,2,225381318
936,1062,1,2000003908
890,907,8,396482158
943,104,8,52450251
1168,362,1,899808836
618,19,8,10256585
243,732,8,85473175
1593,1855,4,1608242329
1704,548,1,1854484438
957,1977,4,985925116
45,1545,8,34747744
1094,1991,8,868242330
365,985,1,735878574
78,726,1,113898620
824,662,4,283738429
455,410,2,189102477
1411,1447,1,4004619060
1392,1854,1,5085136996
279,1623,4,230338761
1220,541,8,261819367
1246,1083,4,686556279
712,1235,2,881270995
1568,1127,4,916991109
664,695,1,957530698
286,651,8,91232809
1967,64,8,67265312
843,440,8,156361371
1961,888,8,794779823
534,1309,1,1402921665
552,1961,4,565866683
833,1422,4,619745558
1615,1823,2,2930150099
2,1566,4,3729724
279,1242,4,176132652
715,1299,1,1810728888
1977,952,4,953021686
1287,1381,8,683277761
1253,1852,8,895596278
724,1005,8,290769515
262,1627,4,226539866
607,769,4,242345973
660,1065,8,287818068
206,211,2,48690581
100,1739,8,77164047
1212,1917,4,1178573923
472,1351,8,257389792
529,1995,8,416783871
29,27,8,4596236
161,567,4,50896952
992,771,8,302741732
731,355,2,261792697
239,789,8,93224820
547,900,8,197352184
1980,1231,8,945889220
1049,1138,4,596416045
1738,1922,1,6657969643
633,1746,8,435532707
232,534,2,125361434
240,1190,8,121806207
1778,1175,8,802798578
1788,1058,2,1887902162
1375,1373,8,758120320
1188,1155,4,702031175
1653,448,2,737789952
1224,1924,1,4632876626
664,1447,1,1896168510
858,1679,8,567684847
1663,1161,8,751417589
692,1092,2,745222098
446,1562,2,686203739
796,1826,2,1450113149
707,1587,4,568877982
1108,858,8,374372878
1643,1314,1,4263312163
966,1077,8,403071396
1448,645,8,367182935
471,1248,1,1174616102
505,268,2,137623484
878,1856,4,834361318
306,229,4,40136815
616,1249,1,1531918196
1664,421,1,1397531692
343,517,1,353202127
1953,1961,2,3818767370
679,527,8,163255570
1956,1112,1,4289069511
824,408,2,341905665
863,673,4,302900469
341,332,1,234577678
459,1616,8,324894162
1592,1130,1,3530214526
1563,339,8,230362855
1933,1778,8,1326064253
1212,766,4,491372636
1348,1078,1,2875897864
1947,1923,1,7366900207
212,854,2,214640816
1652,567,1,1845289611
1438,1357,1,3805495509
620,597,2,368519769
45,1476,1,132170104
1473,1170,2,1717144514
1112,886,2,986753326
226,274,1,126950219
338,1861,2,626873746
961,915,2,881609097
1606,1952,8,1220448902
326,1882,8,276491740
1976,824,1,3253782348
1995,120,1,489076125
126,1280,4,85438831
1120,1593,8,697944654
1519,1158,8,686001611
445,211,2,99285048
1657,514,4,446082201
201,524,8,55343439
1583,1916,8,1157066510
1151,1577,1,3623463712
651,1554,2,1007297344
837,394,1,650326280
701,1535,1,2104258800
863,1992,2,1738530819
306,1062,8,135051869
624,736,2,463514342
1993,1089,4,1133773513
1929,184,2,369263988
665,894,8,264434297
1937,467,4,473604821
2112,2144,4,2365664065
163,1177,2,201742584
1620,495,1,1584441834
2439,1143,4,1401393165
1004,1279,1,2556677599
1564,1115,2,1854022739
2292,1201,1,5380518995
2365,733,1,3386445022
408,1765,2,709379888
2089,329,4,363269462
2227,2144,8,1796088479
1443,1357,2,1923882128
501,1383,8,271378090
240,2247,2,527209013
774,589,4,229109845
741,1751,4,650000917
1407,1910,8,1017672461
222,1547,2,344250545
1449,1292,8,715375993
2079,1302,2,2669750440
986,2233,1,4309277141
1731,569,2,969585571
1028,2258,8,881612626
1386,1805,2,2455702194
2336,1142,4,1347280881
1861,2071,4,1917237106
661,356,8,108766385
2240,1086,2,2387591054
692,1631,8,433851137
1205,330,2,394540629
1589,2084,1,6481644337
69,2131,8,71569183
86,144,8,8531453
453,2492,1,2210612190
2463,2492,8,2301135290
2097,1847,4,1925817922
1554,254,8,163909496
1456,444,1,1264365344
1072,2230,8,931695753
2362,1360,4,1755424106
2152,424,2,908913960
1377,1892,1,5169921460
1978,1909,2,3700500594
1134,2154,1,4751496945
1866,233,2,433095712
659,1956,2,1266028288
1636,2253,4,1828773042
557,420,2,238075420
1717,413,2,702885048
1981,1691,2,3285652828
2407,268,2,635199836
2174,2147,1,9131327508
640,653,2,414496471
2249,288,8,267335441
2179,1311,1,5547666121
1998,1084,4,1072587224
1149,141,4,90503633
118,269,8,19049825
375,1977,1,1442434900
1461,1072,8,597532314
1779,1970,2,3446366098
858,1745,1,2925457370
1303,819,1,2071456048
2019,1540,4,1582556290
767,2468,2,1867712285
1116,1114,8,479901333
1640,1298,8,810125897
2137,1857,8,1500384796
2301,609,1,2727728668
1575,1796,1,5493274088
976,297,4,151132884
